分区,小区名称,所在区域,房屋户型,建筑面积,套内面积,房屋朝向,装修情况,供暖方式,楼层高度,所在楼层,户型结构,建筑类型,建筑结构,梯户比例,配备电梯,挂牌时间,上次交易,房屋年限,抵押信息,交易权属,房屋用途,产权所属,房本备件,标题,总价,单价,地区,几室几厅,房屋面积,楼层,建立时间,户型,关注人数,发布日期,VR看装修,房本满五年,近地铁,房本满两年,随时看房,详情页
虹口,北宸佳苑,虹口 曲阳 内环至中环,2室2厅1厨1卫,101.83㎡,85㎡,南,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共20层),平层,板楼,钢混结构,两梯三户,有,2025-04-13,2008-10-07,满五年,无抵押,商品房,普通住宅,共有,已上传房本照片,公园旁 电梯高楼层双楠双阳台  房东诚心出售,960万,"94,275元/平",北宸佳苑 -曲阳,2室2厅,101.83平米,"('高楼层(共20层)',)",2008年,板楼,3人关注,15天以前发布,VR看装修,房本满五年,近地铁,,,https://sh.lianjia.com/ershoufang/107112599615.html
闵行,上海康城,闵行 莘闵别墅 外环外,2室1厅1厨2卫,101.16㎡,,南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共17层),平层,板楼,钢混结构,两梯三户,有,2025-04-08,2006-12-17,满五年,无抵押,商品房,普通住宅,共有,已上传房本照片,近南门通透视野广 户型周正 视野通透 诚意出售,365万,"36,082元/平",上海康城 -莘闵别墅,2室1厅,101.16平米,"('高楼层(共17层)',)",2008年,板楼,19人关注,19天以前发布,VR看装修,房本满五年,,,随时看房,https://sh.lianjia.com/ershoufang/107112549766.html
松江,复地富顿街区,松江 九亭 外环外,2室2厅1厨1卫,92.52㎡,,南 北,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共14层),平层,板楼,钢混结构,一梯两户,有,2025-03-06,2020-09-03,满两年,无抵押,商品房,普通住宅,共有,已上传房本照片,新上房源 国企开发 临河景观 南北2房 精装修,378万,"40,857元/平",复地富顿街区 -九亭,2室2厅,92.52平米,"('高楼层(共14层)',)",2010年,板楼,9人关注,1个月以前发布,VR房源,,,房本满两年,,https://sh.lianjia.com/ershoufang/107112208860.html
虹口,华清名苑,虹口 鲁迅公园 内环内,2室2厅1厨1卫,101.12㎡,,南,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共26层),平层,板楼,钢混结构,一梯三户,有,2023-09-30,2014-04-14,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,03年小区 高区飞机户型 三开间朝南 采光视野无遮挡,830万,"82,081元/平",华清名苑 -鲁迅公园,2室2厅,101.12平米,"('中楼层(共26层)',)",2003年,板楼,36人关注,一年前发布,VR看装修,房本满五年,近地铁,,随时看房,https://sh.lianjia.com/ershoufang/107108155042.html
闵行,虹景苑,闵行 春申 外环外,2室2厅1厨1卫,92.17㎡,,北 南,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共6层),平层,板楼,钢混结构,,无,2024-04-13,2003-06-07,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,南北通透大两房，中间位置，适宜居住，只有契税的房子,369万,"40,035元/平",虹景苑 -春申,2室2厅,92.17平米,"('高楼层(共6层)',)",2001年,板楼,32人关注,一年前发布,VR看装修,房本满五年,近地铁,,随时看房,https://sh.lianjia.com/ershoufang/107109489115.html
闵行,上海康城,闵行 莘闵别墅 外环外,2室2厅1厨2卫,109.24㎡,,南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共14层),平层,板楼,钢混结构,两梯三户,有,2024-10-26,2018-05-20,满五年,无抵押,商品房,普通住宅,共有,已上传房本照片,经典双朝南两房，两个朝南大房间，朝南7.1米大阳台,392万,"35,885元/平",上海康城 -莘闵别墅,2室2厅,109.24平米,"('低楼层(共14层)',)",2006年,板楼,36人关注,5个月以前发布,VR房源,房本满五年,,,随时看房,https://sh.lianjia.com/ershoufang/107111177470.html
虹口,香港丽园,虹口 临平路 内环内,2室1厅1厨1卫,100.22㎡,,南,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共32层),平层,板塔结合,钢混结构,三梯六户,有,2025-03-12,2008-02-18,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,稀售！旁边无竞品！香港丽园少见中区两房全明精装!,820万,"81,820元/平",香港丽园 -临平路,2室1厅,100.22平米,"('中楼层(共32层)',)",2004年,板塔结合,19人关注,1个月以前发布,VR看装修,房本满五年,近地铁,,随时看房,https://sh.lianjia.com/ershoufang/107112277823.html
普陀,桃浦新家园,普陀 桃浦 外环外,2室2厅1厨1卫,90.87㎡,,南,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共5层),平层,板楼,钢混结构,,无,2025-03-18,2016-05-27,满五年,无抵押,商品房,普通住宅,共有,已上传房本照片,2000后小区，南北通，全明，中间楼层，近地铁,368万,"40,498元/平",桃浦新家园 -桃浦,2室2厅,90.87平米,"('中楼层(共5层)',)",2001年,板楼,9人关注,1个月以前发布,VR房源,房本满五年,近地铁,,,https://sh.lianjia.com/ershoufang/107112342322.html
宝山,富都园,宝山 共富 中环至外环,2室2厅1厨2卫,97.81㎡,,南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共6层),错层,板楼,钢混结构,,无,2024-04-12,2003-12-11,满五年,无抵押,商品房,普通住宅,共有,已上传房本照片,错层户型+房本满五+户型通透+业主诚意出售+看房方便,385万,"39,363元/平",富都园 -共富,2室2厅,97.81平米,"('低楼层(共6层)',)",2003年,板楼,15人关注,一年前发布,VR房源,房本满五年,,,随时看房,https://sh.lianjia.com/ershoufang/107109481871.html
松江,金港花园二期,松江 泗泾 外环外,2室2厅1厨1卫,107.29㎡,,南,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共14层),平层,板楼,钢混结构,一梯两户,有,2025-01-07,2019-11-07,满五年,有抵押 30万元,商品房,普通住宅,共有,已上传房本照片,全店主推 小区大门口位置精装修满五有钥匙看房方便,380万,"35,419元/平",金港花园二期 -泗泾,2室2厅,107.29平米,"('14层',)",2007年,板楼,8人关注,3个月以前发布,VR看装修,房本满五年,,,随时看房,https://sh.lianjia.com/ershoufang/107111782846.html
松江,奥林匹克花园,松江 九亭 外环外,2室2厅1厨1卫,90.65㎡,,北 南,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共13层),平层,板楼,钢混结构,两梯三户,有,2024-02-18,2020-11-07,满两年,无抵押,商品房,普通住宅,共有,已上传房本照片,房屋户型方正   采光刺眼   南，北对流 通风效果好,390万,"43,023元/平",奥林匹克花园 -九亭,2室2厅,90.65平米,"('中楼层(共13层)',)",2008年,板楼,47人关注,一年前发布,VR看装修,,,房本满两年,,https://sh.lianjia.com/ershoufang/107109030521.html
嘉定,金帝城市岸泊,嘉定 江桥 外环外,2室2厅1厨1卫,92.38㎡,,南 北,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共5层),平层,板楼,钢混结构,,无,2025-03-17,2012-10-11,满五年,无抵押,商品房,普通住宅,共有,已上传房本照片,大虹桥板块+双轨交+一楼有花园  位置佳江桥品质小区,370万,"40,052元/平",金帝城市岸泊 -江桥,2室2厅,92.38平米,"('低楼层(共5层)',)",2007年,板楼,3人关注,1个月以前发布,VR看装修,房本满五年,,,,https://sh.lianjia.com/ershoufang/107112335544.html
宝山,鹏程花苑,宝山 淞南 中环至外环,2室2厅1厨1卫,95.6㎡,,南,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共6层),平层,板楼,钢混结构,,无,2024-12-08,2019-02-19,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,满五年，双轨地铁，楼层好采光佳，出行便利,518万,"54,185元/平",鹏程花苑 -淞南,2室2厅,95.6平米,"('高楼层(共6层)',)",2004年,板楼,8人关注,4个月以前发布,VR房源,房本满五年,近地铁,,随时看房,https://sh.lianjia.com/ershoufang/107111538519.html
宝山,鹏程花苑,宝山 淞南 中环至外环,2室2厅1厨1卫,93㎡,,南 北,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共5层),平层,板楼,钢混结构,,无,2023-08-10,2014-06-10,满五年,无抵押,商品房,普通住宅,共有,已上传房本照片,满五唯y双轨地铁，南北通透，楼层好采光佳价格可以谈,505万,"54,302元/平",鹏程花苑 -淞南,2室2厅,93平米,"('中楼层(共5层)',)",2004年,板楼,78人关注,一年前发布,VR看装修,房本满五年,近地铁,,,https://sh.lianjia.com/ershoufang/107107757179.html
浦东,金巷小区,浦东 金桥 中环至外环,2室1厅1厨1卫,90.97㎡,,东南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共24层),平层,塔楼,钢混结构,两梯八户,有,2023-12-23,2016-12-05,满五年,无抵押,商品房,普通住宅,共有,已上传房本照片,金巷电梯高层大两房、业主急售、看房方便、采光视野好,365万,"40,124元/平",金巷小区 -金桥,2室1厅,90.97平米,"('中楼层(共24层)',)",2002年,塔楼,54人关注,一年前发布,VR看装修,房本满五年,近地铁,,,https://sh.lianjia.com/ershoufang/107108768415.html
宝山,宝钢四村,宝山 淞宝 外环外,2室1厅1厨1卫,90.72㎡,,南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共6层),平层,板楼,砖混结构,,无,2024-11-25,2000-11-08,满五年,无抵押,商品房,普通住宅,非共有,已上传房本照片,00年房龄 满五 视野开阔 配套齐全 交通便利,359万,"39,573元/平",宝钢四村 -淞宝,2室1厅,90.72平米,"('高楼层(共6层)',)",2000年,板楼,5人关注,4个月以前发布,VR房源,房本满五年,,,,https://sh.lianjia.com/ershoufang/107111431397.html
松江,开元新都,松江 松江新城 外环外,2室2厅1厨1卫,90.9㎡,,南 北,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",中楼层 (共6层),平层,板楼,钢混结构,,无,2023-07-30,2010-01-31,满五年,有抵押 6万元 公积金 业主自还,商品房,普通住宅,共有,已上传房本照片,松江新城 品质小区 正气两房 总监推荐,365万,"40,155元/平",开元新都 -松江新城,2室2厅,90.9平米,"('中楼层(共6层)',)",2003年,板楼,43人关注,一年前发布,VR看装修,房本满五年,,,,https://sh.lianjia.com/ershoufang/107107677412.html
松江,金港花园一期,松江 泗泾,2室2厅1厨2卫,105.98㎡,,南,精装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",高楼层 (共6层),平层,板楼,钢混结构,,无,2024-11-06,2015-06-18,满五年,无抵押,商品房,普通住宅,共有,已上传房本照片,南北双阳台大两房，户型方正，得房率高，全明户型,399万,"37,649元/平",金港花园一期 -泗泾,2室2厅,105.98平米,"('6层',)",2005年,板楼,4人关注,5个月以前发布,VR房源,房本满五年,,,,https://sh.lianjia.com/ershoufang/107111266399.html
徐汇,爱中爱华公寓,徐汇 万体馆 内环内,2室1厅1厨1卫,97.67㎡,,南,简装,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共20层),平层,塔楼,钢混结构,两梯八户,有,2024-08-23,2024-08-24,未满两年,无抵押,商品房,普通住宅,非共有,已上传房本照片,内环你 电梯大三房 三开间朝南 看房方便,960万,"98,291元/平",爱中爱华公寓 -万体馆,2室1厅,97.67平米,"('低楼层(共20层)',)",1997年,塔楼,4人关注,8个月以前发布,VR房源,,近地铁,,随时看房,https://sh.lianjia.com/ershoufang/107110581960.html
宝山,宏润韶光花园,宝山 顾村 外环外,2室2厅1厨2卫,106.3㎡,,南,毛坯,,"暂无数据
                                                        




实际层高需现场测量，具体数据以实际测量为准",低楼层 (共13层),平层,板楼,钢混结构,一梯两户,有,2024-07-09,2007-12-25,满五年,有抵押 15万元 银行 客户偿还,商品房,普通住宅,共有,已上传房本照片,07年商品房 南北通 带花园 电梯通地库 生活方便,370万,"34,808元/平",宏润韶光花园 -顾村,2室2厅,106.3平米,"('低楼层(共13层)',)",2007年,板楼,18人关注,9个月以前发布,VR看装修,房本满五年,,,随时看房,https://sh.lianjia.com/ershoufang/107110196525.html
